Type,Year,County,Population,Incidence,Legend
Neuroinvasive disease cases,1999-2022,48371,15638,0.53,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48373,45582,0.46,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48375,122268,0.89,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48377,7754,0.54,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48379,10990,0.76,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48381,123480,2.26,>1.10
Neuroinvasive disease cases,1999-2022,48387,12681,0.66,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48389,14095,0.30,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48393,922,9.04,>1.10
Neuroinvasive disease cases,1999-2022,48395,16652,0.50,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48397,81103,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,48399,10503,1.59,>1.10
Neuroinvasive disease cases,1999-2022,48401,53644,1.17,>1.10
Neuroinvasive disease cases,1999-2022,48407,26789,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,48409,64455,0.45,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48413,3309,1.26,>1.10
Neuroinvasive disease cases,1999-2022,48415,16861,0.74,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48417,3335,1.25,>1.10
Neuroinvasive disease cases,1999-2022,48419,25736,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,48421,3013,5.53,>1.10
Neuroinvasive disease cases,1999-2022,48423,212770,0.69,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48427,61640,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48429,9535,1.31,>1.10
Neuroinvasive disease cases,1999-2022,48431,1170,7.12,>1.10
Neuroinvasive disease cases,1999-2022,48433,1463,2.85,>1.10
Neuroinvasive disease cases,1999-2022,48437,7805,3.74,>1.10
Neuroinvasive disease cases,1999-2022,48439,1848598,0.75,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48441,132867,0.50,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48445,12657,0.66,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48449,32447,0.90,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48451,111761,0.45,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48453,1061662,0.40,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48455,14687,0.85,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48457,21676,0.19,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48459,39728,0.31,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48463,26587,0.63,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48465,48962,0.17,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48467,52490,0.71,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48469,87560,0.19,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48471,68405,0.55,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48473,44138,0.76,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48477,33952,0.37,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48479,255877,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,48481,41286,0.91,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48483,5447,2.29,>1.10
Neuroinvasive disease cases,1999-2022,48485,130825,0.45,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48489,22168,0.56,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48491,442366,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48493,43669,0.10,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,48497,59938,0.35,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48499,42109,0.30,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,48501,7971,0.52,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48503,18354,0.68,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,48507,11872,1.05,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,49003,50242,0.58,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,49005,114800,0.29,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49007,21308,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49011,311904,0.31,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49013,18700,0.89,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,49019,9286,0.90,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,49027,12571,0.33,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49035,1047702,0.37,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49037,14850,0.84,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,49041,20872,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49045,59198,0.28,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49047,33246,1.75,>1.10
Neuroinvasive disease cases,1999-2022,49049,530844,0.31,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49053,141288,0.32,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,49057,233851,0.30,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,50001,36973,0.23,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,50003,36823,0.11,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,50007,158083,0.05,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,50011,48233,0.09,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,50013,6975,0.60,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,50027,56629,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51001,33227,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51003,100231,0.04,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51013,216078,0.17,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51015,73656,0.17,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51019,75555,0.06,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51023,33001,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51031,54799,0.08,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51041,320344,0.04,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51047,47347,0.09,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51059,1103571,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51069,79519,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51073,36897,0.11,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51079,18694,0.45,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,51085,99899,0.08,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51087,310401,0.07,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51093,35301,0.12,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51107,326357,0.08,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51113,13142,0.32,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51115,8944,0.47,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,51117,32567,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51133,12452,0.33,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51145,28138,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51147,22328,0.19,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51149,36734,0.11,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51153,419149,0.08,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51161,92841,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51165,76868,0.54,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,51171,42266,0.10,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51177,124557,0.03,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51187,37654,0.22,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51510,144269,0.26,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51550,225360,0.06,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51570,17288,0.24,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51630,25759,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51650,136652,0.06,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51660,49950,0.08,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51680,76614,0.05,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51685,15071,0.28,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51700,180139,0.07,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51710,243701,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51740,95767,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51760,206487,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51770,96791,0.30,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51810,442654,0.04,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,51820,21099,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,51840,26663,0.63,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,53005,180449,0.46,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,53009,71778,0.06,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53011,432388,0.02,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53021,83048,0.10,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53025,90588,0.05,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53027,72374,0.06,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53033,1974499,0.01,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53039,20691,0.40,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,53047,41325,0.10,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53053,807728,0.01,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53061,722149,0.01,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53063,473516,0.11,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53067,256439,0.02,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53071,59452,0.21,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,53073,203503,0.02,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,53075,45067,0.18,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,53077,245899,0.37,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,54003,105778,0.12,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,54011,96584,0.04,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,54031,13967,0.30,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,54039,192216,0.04,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,54061,99070,0.04,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,54063,13551,0.31,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,54065,17471,0.24,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,54079,56032,0.07,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,54095,9117,0.46,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,54101,9123,0.46,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,54107,86913,0.14,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,54109,23462,0.18,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55001,20767,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55005,45892,0.27,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55007,15061,0.28,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55009,250496,0.18,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55011,13441,0.62,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,55015,49623,0.17,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55017,62958,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55023,16673,0.25,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55025,496121,0.29,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55027,88392,0.28,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55031,43968,0.09,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55035,99952,0.13,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55039,101822,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55043,51186,0.24,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55045,36853,0.23,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55049,23586,0.35,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55055,83854,0.35,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55057,26705,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55059,166871,0.12,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55061,20556,0.20,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55063,115255,0.22,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55065,16853,0.49,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,55067,19794,0.21,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55069,28503,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55071,81035,0.15,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55073,134355,0.09,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55075,41419,0.10,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55077,15363,0.27,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55079,951376,0.27,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55081,45059,0.18,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55083,37571,0.33,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55085,35795,0.12,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55087,177877,0.16,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55089,86811,0.10,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55097,70093,0.12,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55099,13985,0.30,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55101,194910,0.09,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55105,159899,0.21,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55109,84836,0.05,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55111,62241,0.07,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55113,16545,0.50,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,55115,41669,0.40,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,55117,115209,0.07,0.01 to 0.16
Neuroinvasive disease cases,1999-2022,55121,28994,0.43,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,55125,21414,0.19,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55127,102641,0.37,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55133,390895,0.17,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,55141,74653,0.22,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,56001,36873,0.23,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,56003,11723,1.07,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56005,46570,2.24,>1.10
Neuroinvasive disease cases,1999-2022,56007,15842,0.53,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56009,13739,2.43,>1.10
Neuroinvasive disease cases,1999-2022,56011,7117,2.34,>1.10
Neuroinvasive disease cases,1999-2022,56013,40525,3.39,>1.10
Neuroinvasive disease cases,1999-2022,56015,13575,9.82,>1.10
Neuroinvasive disease cases,1999-2022,56017,4806,3.47,>1.10
Neuroinvasive disease cases,1999-2022,56019,8650,2.41,>1.10
Neuroinvasive disease cases,1999-2022,56021,92610,0.45,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56025,76431,0.87,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56027,2485,1.68,>1.10
Neuroinvasive disease cases,1999-2022,56029,28462,1.02,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56031,8695,7.67,>1.10
Neuroinvasive disease cases,1999-2022,56033,29257,1.00,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56039,21422,0.19,0.17 to 0.37
Neuroinvasive disease cases,1999-2022,56041,20901,0.40,0.38 to 1.09
Neuroinvasive disease cases,1999-2022,56043,8451,2.47,>1.10
Neuroinvasive disease cases,1999-2022,56045,7142,2.33,>1.10
Neuroinvasive disease cases,1999-2022,72127,386927,0.01,0.01 to 0.16
